Customer No.	Exposure at Default (in lakh Rs.)	 Recovery (%) 	Probability of Default
2599	11.75	 0.00 	0.0074
2600	16.78	 0.03 	0.0003
2601	2.21	 0.01 	0.0074
2602	10.85	 0.04 	0.0045
2603	9.59	 0.30 	0.0038
2604	19.54	 0.26 	0.0003
2605	16.48	 0.06 	0.0051
2606	21.68	 0.17 	0.0098
2607	13.25	 0.17 	0.0085
2608	21.97	 0.33 	0.0059
2609	3.89	 0.29 	0.0025
2610	8.49	 0.18 	0.0041
2611	11.17	 0.38 	0.008
2612	1.72	 0.09 	0.0022
2613	18.5	 0.26 	0.0039
2614	4.8	 0.21 	0.0046
2615	2.06	 0.29 	0.0085
2616	20.58	 0.28 	0.001
2617	9.23	 0.11 	0.0043
2618	4.88	 0.24 	0.0054
2619	23.97	 0.36 	0.0059
2620	18.12	 0.15 	0.003
2621	4.15	 0.33 	0.0034
2622	21.08	 0.40 	0.0009
2623	14.01	 0.19 	0.0078
2624	13.73	 0.31 	0.0018
2625	16.44	 0.30 	0.0036
2626	6.09	 0.31 	0.0072
2627	10.95	 0.29 	0.0059
2628	18.18	 0.35 	0.0056
2629	16.07	 0.24 	0.0063
2630	9.86	 0.05 	0.0021
2631	3.32	 0.14 	0.0011
2632	21.31	 0.14 	0.0085
2633	14.98	 0.28 	0.0006
2634	16.55	 0.02 	0.0016
2635	10.83	 0.29 	0.0017
2636	22.97	 0.15 	0.0041
2637	9.23	 0.26 	0.0021
2638	15.64	 0.15 	0.005
2639	4.01	 0.02 	0.0089
2640	16.04	 0.02 	0.0011
2641	19.26	 0.34 	0.0061
2642	8.07	 0.01 	0.0015
2643	22.9	 0.09 	0.0078
2644	6.29	 0.10 	0.0066
2645	13.37	 0.05 	0.0075
2646	3.12	 0.15 	0.0028
2647	7.91	 0.14 	0.0037
2648	21.52	 0.29 	0.0047
2649	22.68	 0.20 	0.0078
2650	15.15	 0.33 	0.0003
2651	14.29	 0.21 	0.0083
2652	9.78	 0.40 	0.0013
2653	0.19	 0.06 	0.0012
2654	22.28	 0.23 	0.0048
2655	1.34	 0.22 	0.0047
2656	8.34	 0.05 	0.0025
2657	11.85	 0.28 	0.0088
2658	23.39	 0.07 	0.0082
2659	7.61	 0.28 	0.002
2660	7.36	 0.31 	0.0023
2661	2	 0.25 	0.0055
2662	5.96	 0.17 	0.0058
2663	12.71	 0.12 	0.0029
2664	23.68	 0.25 	0.0087
2665	16.1	 0.29 	0.0036
2666	24.85	 0.01 	0.0003
2667	8.23	 0.15 	0.0016
2668	15.99	 0.14 	0.0086
2669	21.31	 0.30 	0.0032
2670	21.72	 0.32 	0.0001
2671	20.1	 0.22 	0.005
2672	13.77	 0.04 	0.0022
2673	21.96	 0.24 	0.0047
2674	14.37	 0.13 	0.0021
2675	13.82	 0.03 	0.0043
2676	23.75	 0.19 	0.0083
2677	22.36	 0.02 	0.0027
2678	1.91	 0.34 	0.009
2679	7.41	 0.22 	0.01
2680	20.45	 0.14 	0.0085
2681	8.59	 0.17 	0.0051
2682	4.6	 0.15 	0.0083
2683	0.79	 0.31 	0.0068
2684	15.98	 0.05 	0.0095
2685	2.09	 0.13 	0.0031
2686	5.67	 0.19 	0.0063
2687	0.37	 0.18 	0.0094
2688	18	 0.01 	0.0024
2689	15.65	 0.22 	0.0072
2690	21.79	 0.09 	0.0099
2691	0.43	 0.16 	0.0077
2692	13.47	 0.28 	0.0075
2693	17.1	 0.15 	0.0035
2694	21.14	 0.21 	0.0083
2695	22.85	 0.38 	0.0018
2696	11.31	 0.29 	0.0042
2697	8.2	 0.35 	0.0005
2698	3.13	 0.40 	0.0054
2699	0.02	 0.20 	0.0034
2700	8.05	 0.25 	0.0073
2701	14.83	 0.04 	0.0071
2702	19.04	 0.06 	0.0095
2703	1.26	 0.22 	0.0021
2704	20.36	 0.37 	0.0042
2705	11.74	 0.15 	0.0017
2706	18.44	 0.20 	0.0006
2707	18.66	 0.01 	0.0053
2708	13.39	 0.23 	0.0004
2709	14.18	 0.19 	0.0082
2710	2.31	 0.21 	0.0077
2711	15.86	 0.26 	0.0032
2712	22.76	 0.27 	0.0091
2713	9.95	 0.13 	0.0019
2714	6.56	 0.18 	0.0017
2715	16.48	 0.06 	0.0097
2716	11.8	 0.09 	0.0082
2717	15.55	 0.22 	0.0054
2718	16.06	 0.27 	0.0041
2719	11.56	 0.22 	0.0062
2720	20.71	 0.27 	0.0071
2721	4.27	 0.01 	0.0068
2722	22.06	 0.15 	0.0087
2723	8.5	 0.21 	0.0084
2724	21.05	 0.07 	0.0039
2725	0.02	 0.06 	0.0037
2726	9.97	 0.01 	0.0059
2727	23.18	 0.30 	0.0054
2728	0.21	 0.35 	0.0008
2729	11.87	 0.23 	0.0087
2730	8.8	 0.26 	0.0091
2731	12.88	 0.00 	0.0023
2732	17.75	 0.00 	0.0044
2733	8.64	 0.25 	0.0038
2734	24.81	 0.05 	0.0046
2735	10.61	 0.08 	0.0007
2736	8.83	 0.33 	0.006
2737	14.66	 0.14 	0.0018
2738	8.25	 0.06 	0.0003
2739	22.22	 0.38 	0.0068
2740	14.06	 0.22 	0.0054
2741	15.3	 0.03 	0.0071
2742	8.01	 0.38 	0.0053
2743	22.72	 0.11 	0.0086
2744	22.8	 0.39 	0.007
2745	12.19	 0.38 	0.0052
2746	1.67	 0.16 	0.006
2747	15.41	 0.19 	0.0013
2748	9.76	 0.26 	0.0028
2749	8.05	 0.03 	0.0076
2750	17.71	 0.02 	0.0006
2751	8.24	 0.23 	0.0012
2752	0.45	 0.02 	0.0067
2753	4.62	 0.00 	0.0088
2754	0.5	 0.23 	0.0041
2755	21.87	 0.15 	0.0093
2756	5.28	 0.16 	0.0064
2757	6.85	 0.37 	0.0035
2758	1.2	 0.23 	0.0087
2759	7.08	 0.02 	0.0014
2760	5.63	 0.20 	0.01
2761	9.56	 0.32 	0.0045
2762	11.37	 0.16 	0.0008
2763	20.8	 0.13 	0.0005
2764	11.78	 0.38 	0.0041
2765	17.11	 0.13 	0.0047
2766	23.25	 0.25 	0.0056
2767	3.95	 0.39 	0.0048
2768	20.8	 0.39 	0.0012
2769	8.48	 0.31 	0.007
2770	6.88	 0.33 	0.0064
2771	18.85	 0.25 	0.0084
2772	23.17	 0.32 	0.0036
2773	5.82	 0.27 	0.0031
2774	20.76	 0.16 	0.0031
2775	13.53	 0.02 	0.0033
2776	8.45	 0.30 	0.009
2777	11.18	 0.26 	0.0042
2778	23.94	 0.38 	0.0043
2779	20.75	 0.01 	0.0033
2780	8.53	 0.30 	0.0063
2781	17.17	 0.00 	0.0097
2782	22.17	 0.28 	0.0001
2783	22.05	 0.19 	0.0018
2784	19.19	 0.21 	0.0067
2785	11.54	 0.33 	0.003
2786	23.49	 0.01 	0.0062
2787	12.52	 0.00 	0.0089
2788	16.82	 0.12 	0.0006
2789	22.26	 0.09 	0.0006
2790	21.35	 0.13 	0.006
2791	18.89	 0.29 	0.0023
2792	5.06	 0.22 	0.01
2793	8.64	 0.20 	0.0025
2794	8.32	 0.24 	0.0094
2795	14.64	 0.26 	0.0076
2796	14.69	 0.11 	0.0042
2797	7.69	 0.30 	0.0008
2798	5.07	 0.34 	0.0015
2799	14.61	 0.14 	0.0061
2800	22.79	 0.09 	0.0032
2801	21.15	 0.35 	0.0014
2802	23.66	 0.35 	0.0011
2803	3.78	 0.24 	0.0071
2804	12.55	 0.29 	0.0052
2805	16.47	 0.20 	0.007
2806	2.36	 0.19 	0.0004
2807	9.39	 0.09 	0.0066
2808	20.84	 0.26 	0.0031
2809	1.71	 0.35 	0.0088
2810	17.87	 0.31 	0.0041
2811	17.15	 0.23 	0.0027
2812	12.28	 0.13 	0.0092
2813	14.14	 0.08 	0.0009
2814	0.82	 0.12 	0.0088
2815	1.61	 0.07 	0.0073
2816	11.73	 0.30 	0.0098
2817	20.67	 0.01 	0.0081
2818	4.55	 0.17 	0.0098
2819	14.8	 0.02 	0.0028
2820	18.7	 0.20 	0.0089
2821	0.98	 0.10 	0.0023
2822	21.09	 0.08 	0.0026
2823	10.39	 0.24 	0.0095
2824	8.39	 0.35 	0.0029
2825	14.22	 0.25 	0.004
2826	20.21	 0.20 	0.0063
2827	18.03	 0.38 	0.0081
2828	7.57	 0.28 	0.0095
2829	0.2	 0.39 	0.0079
2830	7.09	 0.36 	0.006
2831	4.36	 0.06 	0.0043
2832	15.26	 0.03 	0.0006
2833	17.76	 0.37 	0.0006
2834	0.44	 0.21 	0.0094
2835	16.72	 0.08 	0.0054
2836	5.7	 0.23 	0.001
2837	6	 0.03 	0.0028
2838	10.86	 0.15 	0.0053
2839	17.2	 0.02 	0.0077
2840	4.65	 0.17 	0.004
2841	15.23	 0.06 	0.0071
2842	5.96	 0.07 	0.006
2843	22.18	 0.18 	0.0039
2844	16.48	 0.29 	0.0062
2845	24.05	 0.39 	0.004
2846	8.25	 0.15 	0.0013
2847	24.28	 0.10 	0.0009
2848	12.99	 0.19 	0.004
2849	8.65	 0.37 	0.006
2850	2.03	 0.23 	0.0001
2851	4.94	 0.26 	0.0017
2852	4.99	 0.27 	0.0002
2853	14.43	 0.13 	0.0028
2854	9.2	 0.01 	0.0041
2855	19.79	 0.34 	0.0031
2856	17.68	 0.26 	0.0014
2857	15.58	 0.14 	0.0005
2858	18.84	 0.16 	0.0092
2859	14.17	 0.08 	0.0021
2860	20.05	 0.19 	0.003
2861	4.24	 0.29 	0.0042
2862	24.5	 0.06 	0.004
2863	24.12	 0.36 	0.0079
2864	17.43	 0.30 	0.0064
2865	16.95	 0.10 	0.006
2866	17.98	 0.10 	0.0088
2867	21.9	 0.36 	0.0004
2868	24.27	 0.15 	0.003
2869	24.15	 0.12 	0.0009
2870	4.48	 0.15 	0.0096
2871	15.46	 0.38 	0.0095
2872	10.61	 0.16 	0.0061
2873	14.23	 0.09 	0.0089
2874	8.93	 0.11 	0.0041
2875	24.5	 0.11 	0.009
2876	24.43	 0.39 	0.0087
2877	10.35	 0.12 	0.0009
2878	15.15	 0.27 	0.0058
2879	11.95	 0.33 	0.0091
2880	1.06	 0.03 	0.0075
2881	21.37	 0.35 	0.0008
2882	19.02	 0.18 	0.0002
2883	22.75	 0.34 	0.0054
2884	18.85	 0.08 	0.0024
2885	22.5	 0.39 	0.0046
2886	1.95	 0.23 	0.003
2887	9.48	 0.13 	0.0088
2888	13.09	 0.33 	0.0058
2889	2.41	 0.31 	0.0068
2890	17.82	 0.34 	0.0053
2891	23.19	 0.21 	0.0054
2892	3.43	 0.33 	0.0082
2893	16.23	 0.24 	0.0089
2894	19.93	 0.30 	0.0098
2895	10.88	 0.31 	0.0065
2896	13.39	 0.30 	0.0097
2897	8.71	 0.38 	0.0084
2898	2.82	 0.17 	0.0035
2899	5.45	 0.25 	0.0098
2900	11.72	 0.36 	0.0017
2901	16.09	 0.08 	0.0099
2902	15.33	 0.17 	0.0087
2903	11.77	 0.02 	0.0059
2904	19.92	 0.34 	0.0049
2905	10.62	 0.31 	0.0007
2906	14.46	 0.06 	0.005
2907	3.39	 0.14 	0.0032
2908	2.68	 0.10 	0.009
2909	4.3	 0.34 	0.0093
2910	3.4	 0.02 	0.0012
2911	12.89	 0.19 	0.0048
2912	20.85	 0.15 	0.0039
2913	24.93	 0.26 	0.0065
2914	18.9	 0.06 	0.007
2915	20.06	 0.06 	0.003
2916	22.63	 0.01 	0.0052
2917	9.62	 0.23 	0.0068
2918	16.66	 0.00 	0.0087
2919	19.35	 0.17 	0.0035
2920	2.24	 0.26 	0.0043
2921	24.26	 0.29 	0.0044
2922	6.61	 0.38 	0.0082
2923	12.28	 0.28 	0.007
2924	3.29	 0.21 	0.0063
2925	2.71	 0.22 	0.0078
2926	24.41	 0.16 	0.0006
2927	13.74	 0.24 	0.0037
2928	18.43	 0.29 	0.0057
2929	0.36	 0.21 	0.0062
2930	22.77	 0.04 	0.0034
2931	17.24	 0.18 	0.0016
2932	18.21	 0.17 	0.0047
2933	4.66	 0.05 	0.0064
2934	0.22	 0.17 	0.0081
2935	0	 0.33 	0.003
2936	11.03	 0.11 	0
2937	11.83	 0.34 	0.0002
2938	3.39	 0.15 	0.0049
2939	3.88	 0.22 	0.0018
2940	23.69	 0.39 	0.0071
2941	4.99	 0.07 	0.0091
2942	14.94	 0.16 	0.0052
2943	8.85	 0.32 	0.0058
2944	14.15	 0.02 	0.0088
2945	11.7	 0.22 	0.0066
2946	17.55	 0.39 	0.0056
2947	5.21	 0.11 	0.0067
2948	20.86	 0.24 	0.0001
2949	14.89	 0.23 	0.0037
2950	2.31	 0.25 	0.004
2951	14.6	 0.33 	0.0023
2952	17.04	 0.10 	0.008
2953	7.77	 0.35 	0.0096
2954	11.12	 0.05 	0.0053
2955	6.09	 0.17 	0.008
2956	0.27	 0.24 	0.0097
2957	17.5	 0.00 	0.0094
2958	5.44	 0.32 	0.0047
2959	0.74	 0.35 	0.0045
2960	0.78	 0.11 	0.0051
2961	4.28	 0.39 	0.0093
2962	2.02	 0.35 	0.0084
2963	23.01	 0.26 	0.0025
2964	1.66	 0.18 	0.0075
2965	21.19	 0.32 	0.009
2966	15.36	 0.30 	0.0074
2967	22.77	 0.08 	0.006
2968	18.14	 0.05 	0.0072
2969	23.01	 0.38 	0.0082
2970	0.83	 0.22 	0.0063
2971	0.81	 0.04 	0.0055
2972	15.4	 0.20 	0.0053
2973	23.19	 0.25 	0.0067
2974	24.49	 0.11 	0.0056
2975	5.54	 0.39 	0.0097
2976	1.91	 0.11 	0.0043
2977	22.29	 0.18 	0.0097
2978	3.04	 0.31 	0.0066
2979	8.04	 0.19 	0.0067
2980	22.27	 0.20 	0.0068
2981	13.61	 0.31 	0.0062
2982	15.06	 0.37 	0.0065
2983	15.13	 0.11 	0.0075
2984	22.28	 0.04 	0.0058
2985	1.3	 0.05 	0.0087
2986	9.47	 0.06 	0.0049
2987	14.21	 0.06 	0.004
2988	13.66	 0.01 	0.0038
2989	8.3	 0.08 	0.0062
2990	1.07	 0.32 	0.0092
2991	23.03	 0.09 	0.0074
2992	16.43	 0.38 	0.007
2993	19.37	 0.32 	0.0051
2994	4.92	 0.27 	0.0059
2995	16.47	 0.10 	0.005
2996	10.87	 0.22 	0.0043
2997	23.35	 0.28 	0.0096
2998	14.04	 0.17 	0.0098
2999	6.27	 0.33 	0.0026
3000	19.31	 0.01 	0.0007
3001	3.08	 0.13 	0.0008
3002	8.65	 0.40 	0.0038
3003	17.17	 0.39 	0.0025
3004	19.83	 0.04 	0.0064
3005	18.04	 0.09 	0.005
3006	12.03	 0.04 	0.0001
3007	21.38	 0.09 	0.0083
3008	24.6	 0.21 	0.0008
3009	8.02	 0.27 	0.0033
3010	16.51	 0.25 	0.0057
3011	3.84	 0.27 	0.0012
3012	24.49	 0.22 	0.0077
3013	0.71	 0.27 	0.0021
3014	19.62	 0.27 	0.0053
3015	16.59	 0.10 	0.0045
3016	8.37	 0.29 	0.0091
3017	19.43	 0.01 	0.0046
3018	0.71	 0.29 	0.0017
3019	2.11	 0.32 	0.006
3020	2.32	 0.19 	0.0041
3021	19.48	 0.19 	0.0076
3022	9.93	 0.34 	0.0029
3023	14.04	 0.29 	0.0048
3024	5.34	 0.31 	0.0075
3025	1.67	 0.17 	0.0057
3026	11.38	 0.35 	0.0028
3027	15.54	 0.08 	0.0004
3028	2.38	 0.04 	0.0006
3029	11.93	 0.35 	0.0061
3030	13.05	 0.36 	0.0056
3031	11.59	 0.14 	0.0074
3032	5.69	 0.13 	0.0015
3033	5.32	 0.08 	0.0014
3034	2.73	 0.19 	0.0092
3035	14.27	 0.15 	0.0014
3036	11.4	 0.26 	0.0056
3037	0.64	 0.11 	0.0049
3038	20.51	 0.28 	0.0041
3039	11.98	 0.25 	0.0071
3040	21.96	 0.18 	0.0036
3041	13.24	 0.23 	0.0001
3042	2.24	 0.08 	0.0032
3043	20.84	 0.36 	0.0057
3044	19.96	 0.13 	0.0019
3045	10	 0.27 	0.0027
3046	18.7	 0.17 	0.0049
3047	4.71	 0.34 	0.0048
3048	10.03	 0.33 	0.0075
3049	8.56	 0.38 	0.0077
3050	6.07	 0.25 	0.0003
3051	20.95	 0.38 	0.0054
3052	3.6	 0.39 	0.0026
3053	1.65	 0.11 	0.0018
3054	5.64	 0.22 	0.008
3055	3.59	 0.08 	0.0004
3056	0.64	 0.06 	0.0095
3057	12.88	 0.37 	0.007
3058	5.46	 0.25 	0.001
3059	5.58	 0.14 	0.004
3060	7.7	 0.01 	0.0017
3061	20.91	 0.29 	0.0046
3062	7	 0.12 	0.0072
3063	13.48	 0.36 	0.0063
3064	8.94	 0.24 	0.0021
3065	7.75	 0.27 	0.0046
3066	22.35	 0.19 	0.0076
3067	10.19	 0.24 	0.007
3068	16.46	 0.22 	0.0001
3069	17.68	 0.11 	0.0015
3070	7.95	 0.14 	0.0071
3071	13.07	 0.38 	0.0029
3072	15.46	 0.24 	0.0029
3073	18.86	 0.13 	0.0047
3074	2.52	 0.01 	0.0043
3075	6.69	 0.08 	0.0051
3076	2.63	 0.36 	0.0011
3077	15.29	 0.03 	0.009
3078	12.48	 0.22 	0.0024
3079	20.44	 0.20 	0.0012
3080	13.46	 0.21 	0.0069
3081	22.38	 0.05 	0.0039
3082	17.46	 0.29 	0.003
3083	11.52	 0.23 	0.0018
3084	22.93	 0.27 	0.0065
3085	20.93	 0.03 	0.0033
3086	8.39	 0.30 	0.0066
3087	12.26	 0.39 	0.0089
3088	9.18	 0.25 	0.0017
3089	21.89	 0.33 	0.009
3090	7.7	 0.04 	0.01
3091	23.86	 0.25 	0.0078
3092	10.28	 0.27 	0.0056
3093	23.82	 0.22 	0.0041
3094	13.73	 0.16 	0.0017
3095	8.32	 0.37 	0.0092
3096	16.19	 0.15 	0.003
3097	11.59	 0.02 	0.0034
3098	21.72	 0.27 	0.0078
3099	14.99	 0.21 	0.004
3100	10.92	 0.15 	0.0007
3101	10.37	 0.15 	0.006
3102	18.64	 0.06 	0.0042
3103	0.54	 0.04 	0.0044
3104	12.28	 0.38 	0.0009
3105	10.39	 0.07 	0.0036
3106	19.29	 0.19 	0.0016
3107	14.06	 0.14 	0.0047
3108	8.54	 0.17 	0.0076
3109	7.84	 0.14 	0.0049
3110	4.97	 0.09 	0.0061
3111	18.48	 0.08 	0.0025
3112	23.24	 0.07 	0.0018
3113	14.97	 0.30 	0.0078
3114	0.69	 0.39 	0.0093
3115	20.59	 0.05 	0.0073
3116	20.61	 0.03 	0.0014
3117	8.01	 0.38 	0.0072
3118	18.32	 0.36 	0.0079
3119	10.01	 0.40 	0.0083
3120	0.1	 0.15 	0.0036
3121	21.29	 0.25 	0.0052
3122	10.62	 0.02 	0.003
3123	6.49	 0.37 	0.0056
3124	21.55	 0.02 	0.0032
3125	15.18	 0.08 	0.0091
3126	20.65	 0.08 	0.0079
3127	14.43	 0.35 	0.0024
3128	8.1	 0.18 	0.0043
3129	10.62	 0.26 	0.0007
3130	19.91	 0.32 	0.0036
3131	10.16	 0.23 	0.0093
3132	14.36	 0.26 	0.0068
3133	15.54	 0.01 	0.0046
3134	20.21	 0.05 	0
3135	0.44	 0.30 	0.0098
3136	12.89	 0.07 	0.0003
3137	6.26	 0.08 	0.0051
3138	22.65	 0.10 	0.0093
3139	17.49	 0.31 	0.0019
3140	1.7	 0.37 	0.007
3141	20.71	 0.12 	0.0031
3142	10.2	 0.00 	0.0051
3143	9.28	 0.15 	0.0096
3144	23.99	 0.35 	0.0028
3145	7.09	 0.08 	0.0008
3146	8.92	 0.32 	0.0011
3147	9.25	 0.18 	0.0066
3148	19.62	 0.05 	0.0017
3149	2.53	 0.36 	0.004
3150	11.12	 0.12 	0.004
3151	1.75	 0.16 	0.0003
3152	6.55	 0.15 	0.0041
3153	19.91	 0.11 	0.0061
3154	9.33	 0.31 	0.009
3155	21.11	 0.10 	0
3156	4.71	 0.38 	0.002
3157	16.68	 0.22 	0.0047
3158	15.97	 0.07 	0.0095
3159	13.73	 0.07 	0.003
3160	14.44	 0.27 	0.004
3161	9.67	 0.26 	0.0009
3162	9.25	 0.27 	0.005
3163	12.86	 0.31 	0.0029
3164	11.79	 0.20 	0.0091
3165	9.16	 0.35 	0.0022
3166	10.63	 0.30 	0.0094
3167	3.44	 0.37 	0.0026
3168	14.16	 0.04 	0.0015
3169	18.03	 0.12 	0.0026
3170	16.48	 0.39 	0.0008
3171	15.14	 0.18 	0.0083
3172	20.82	 0.26 	0.0019
3173	17.49	 0.12 	0.0044
3174	15.9	 0.12 	0.0039
3175	16.44	 0.37 	0.0081
3176	10.31	 0.09 	0.0089
3177	10.07	 0.39 	0.0085
3178	23.18	 0.05 	0.009
3179	10.96	 0.23 	0.0012
3180	2.57	 0.09 	0.0094
3181	3.25	 0.09 	0.0036
3182	17.47	 0.22 	0.0011
3183	4.13	 0.34 	0.0097
3184	10.11	 0.10 	0.0038
3185	19.07	 0.14 	0.0088
3186	21.46	 0.24 	0.0091
3187	22.02	 0.09 	0.0055
3188	6.83	 0.23 	0.0091
3189	10.33	 0.29 	0.0094
3190	11.29	 0.37 	0.002
3191	0.06	 0.18 	0.0063
3192	11.68	 0.37 	0.0089
3193	21.96	 0.26 	0.0072
3194	6.25	 0.39 	0.0028
3195	11.99	 0.13 	0.0055
3196	0.58	 0.23 	0.001
3197	23.78	 0.28 	0.0043
3198	22.3	 0.28 	0.0098
3199	22.14	 0.39 	0.0021
3200	5.65	 0.34 	0.0029
3201	18.91	 0.17 	0.0083
3202	0.81	 0.24 	0.0059
3203	11.86	 0.23 	0.0014
3204	3.56	 0.13 	0.0021
3205	18.42	 0.08 	0.0062
3206	5.54	 0.03 	0.0001
3207	18.86	 0.33 	0.0058
3208	15.05	 0.07 	0.0097
3209	11.79	 0.14 	0.008
3210	9.07	 0.05 	0.0009
3211	1.04	 0.11 	0.0078
3212	3.58	 0.19 	0.0005
3213	19.75	 0.20 	0.0072
3214	2.51	 0.38 	0.0057
3215	17.83	 0.05 	0.0034
3216	6.2	 0.25 	0.0005
3217	22.25	 0.17 	0.007
3218	16.95	 0.20 	0.0003
3219	4.81	 0.34 	0.0011
3220	1.93	 0.01 	0.0026
3221	19.28	 0.13 	0.0011
3222	9.6	 0.19 	0.0045
3223	0.87	 0.06 	0.0089
3224	2.14	 0.29 	0.0037
3225	2.43	 0.25 	0.0067
3226	23.35	 0.14 	0.004
3227	24.3	 0.23 	0.0081
3228	8.66	 0.36 	0.0049
3229	9.55	 0.38 	0.006
3230	18.03	 0.26 	0.0004
3231	18.23	 0.28 	0.01
3232	13.14	 0.04 	0.0028
3233	6.95	 0.13 	0.0031
3234	22.8	 0.20 	0.0069
3235	17.34	 0.03 	0.0048
3236	10.06	 0.03 	0.0024
3237	22.52	 0.33 	0.0009
3238	18.55	 0.04 	0.0031
3239	8.19	 0.14 	0.0016
3240	8.95	 0.29 	0.0094
3241	7.11	 0.32 	0.003
3242	16.51	 0.14 	0.0033
3243	19.11	 0.02 	0.0009
3244	4.21	 0.29 	0.0052
3245	4.48	 0.30 	0.0009
3246	1.36	 0.07 	0.0013
3247	13.69	 0.31 	0.0092
3248	16.68	 0.09 	0.0082
3249	22.1	 0.33 	0.0092
3250	11.47	 0.16 	0.0081
3251	16.84	 0.11 	0.0013
3252	2.28	 0.19 	0.0004
3253	8.04	 0.24 	0.0068
3254	23.85	 0.16 	0.0007
3255	5.72	 0.19 	0.0091
3256	23.56	 0.25 	0.0037
3257	7.29	 0.05 	0.004
3258	18.94	 0.02 	0.0016
3259	17.82	 0.37 	0.0023
3260	14.55	 0.09 	0.0038
3261	23.03	 0.03 	0.0017
3262	14.91	 0.08 	0.0091
3263	24.08	 0.02 	0.0083
3264	15.53	 0.30 	0.0095
3265	17.79	 0.17 	0.0022
3266	7.9	 0.03 	0.0009
3267	20.63	 0.01 	0.0065
3268	2.28	 0.26 	0.0005
3269	19.95	 0.09 	0.0044
3270	7.93	 0.18 	0.0034
3271	4.52	 0.18 	0.0056
3272	23.4	 0.38 	0.0027
3273	2.42	 0.19 	0.0039
3274	14.59	 0.28 	0.0007
3275	5.08	 0.27 	0.0095
3276	13.69	 0.18 	0.0092
3277	6.91	 0.33 	0.0032
3278	5.71	 0.30 	0.0027
3279	4.17	 0.14 	0.0045
3280	1.93	 0.08 	0.0047
3281	6.47	 0.39 	0.0072
3282	15.13	 0.09 	0.0048
3283	8.74	 0.07 	0.0025
3284	7.46	 0.38 	0.0011
3285	0.76	 0.34 	0.0039
3286	1.71	 0.12 	0.0061
3287	9.64	 0.33 	0.0009
3288	6.81	 0.36 	0.0024
3289	13.95	 0.27 	0.0077
3290	13.32	 0.24 	0.0081
3291	3.22	 0.37 	0.0056
3292	4.63	 0.08 	0.0064
3293	15.84	 0.28 	0.0058
3294	19.32	 0.33 	0.0001
3295	14.5	 0.37 	0.0061
3296	18.76	 0.15 	0.003
3297	22.23	 0.03 	0.0041
3298	2.82	 0.15 	0.0093
3299	5.42	 0.28 	0.0006
3300	21.62	 0.18 	0.0037
3301	3.35	 0.19 	0.0084
3302	2.67	 0.21 	0.0067
3303	19.65	 0.04 	0.0052
3304	20.38	 0.37 	0.0048
3305	20.27	 0.13 	0.0032
3306	23.37	 0.27 	0.0032
3307	2.5	 0.07 	0.0052
3308	8.76	 0.23 	0.0018
3309	6.95	 0.22 	0.0071
3310	22.07	 0.14 	0.0017
3311	15.87	 0.23 	0.0043
3312	15.34	 0.25 	0.007
3313	1.9	 0.20 	0.0084
3314	24.4	 0.38 	0.0093
3315	18.86	 0.02 	0.0064
3316	10.64	 0.38 	0.0003
3317	16.42	 0.39 	0
3318	15.38	 0.34 	0.0013
3319	0.51	 0.12 	0.0031
3320	22.11	 0.31 	0.0014
3321	18.44	 0.28 	0.0065
3322	9.32	 0.32 	0.0097
3323	9.45	 0.10 	0.0081
3324	3.73	 0.37 	0.0078
3325	23.59	 0.29 	0.0004
3326	8.78	 0.22 	0.0055
3327	3.74	 0.12 	0.0075
3328	24.89	 0.08 	0.0062
3329	10.06	 0.17 	0.0056
3330	14.63	 0.03 	0.0052
3331	5.65	 0.21 	0.0003
3332	0.34	 0.19 	0.0072
3333	23.06	 0.03 	0.0022
3334	0.71	 0.37 	0.009
3335	20.28	 0.27 	0.0079
3336	6.41	 0.38 	0.0086
3337	8.18	 0.22 	0.0075
3338	8.79	 0.14 	0.0032
3339	1.08	 0.08 	0.002
3340	19.25	 0.34 	0.006
3341	5.8	 0.12 	0.0011
3342	6.32	 0.17 	0.0076
3343	18.75	 0.02 	0.0044
3344	18.31	 0.32 	0.0074
3345	0.17	 0.02 	0.0065
3346	7.96	 0.05 	0.0096
3347	23.94	 0.32 	0.0046
3348	0.31	 0.09 	0.0068
3349	12.23	 0.06 	0.0031
3350	14.3	 0.34 	0.0084
3351	16	 0.15 	0.0005
3352	7.29	 0.16 	0.0037
3353	23.93	 0.31 	0.0034
3354	10.18	 0.05 	0.0033
3355	6.86	 0.33 	0.0082
3356	20.11	 0.29 	0.0066
3357	14.03	 0.11 	0.0018
3358	23.8	 0.08 	0.0086
3359	7.17	 0.37 	0.0079
3360	19.27	 0.39 	0.0093
3361	22.94	 0.05 	0.0091
3362	0.55	 0.16 	0.0007
3363	3.14	 0.10 	0.0031
3364	17.13	 0.31 	0.0083
3365	5.46	 0.24 	0.002
3366	24.55	 0.34 	0.0001
3367	20.75	 0.20 	0.0088
3368	15.29	 0.22 	0.0072
3369	8.64	 0.22 	0.0064
3370	10.17	 0.11 	0.008
3371	0.41	 0.07 	0.0051
3372	16.06	 0.29 	0.0096
3373	5.3	 0.20 	0.0056
3374	19.54	 0.19 	0.0099
3375	23.58	 0.20 	0.0005
3376	0.07	 0.27 	0.0077
3377	21.05	 0.07 	0.0091
3378	18.94	 0.38 	0.0057
3379	3.84	 0.39 	0.0074
